"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.362,0.142,0.142,0.183,0.303
"P06","Casi siempre",0.357,0.491,0.213,0.139,0.093
"P06","Casi nunca",0.204,0.315,0.525,0.26,0.251
"P06","Nunca, pero esta es una excepción",0.077,0.052,0.12,0.418,0.353
"P08","Unión por la Patria",0.359,0.234,0.161,0.155,0.158
"P08","Juntos por el Cambio",0.385,0.505,0.434,0.158,0.127
"P08","Liberales",0.123,0.101,0.09,0.146,0.109
"P08","Izquierda",0.043,0.038,0.047,0.131,0.093
"P08","Otro",0.035,0.025,0.04,0.08,0.105
"P08","No sabe",0.055,0.097,0.228,0.33,0.408
"P09","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.238,0.176,0.146,0.217,0.084
"P09","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.121,0.055,0.05,0.013,0.117
"P09","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.255,0.371,0.271,0.135,0.05
"P09","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.126,0.16,0.153,0.064,0.113
"P09","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.163,0.117,0.137,0.207,0.197
"P09","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.03,0.023,0.023,0.068,0.032
"P09","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.007,0.008,0.054,0.052,0
"P09","Otros",0.032,0.019,0.036,0.067,0.089
"P09","En blanco",0.011,0.031,0.045,0.069,0.032
"P09","No sabe",0.017,0.04,0.085,0.108,0.286
"P12","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.296,0.213,0.153,0.254,0.167
"P12","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.26,0.361,0.297,0.122,0.278
"P12","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.161,0.237,0.23,0.213,0.192
"P12","Ramiro Marra por la Libertad Avanza",0.123,0.073,0.094,0.147,0.079
"P12","Vanina Biasi por el Frente de Izquierda",0.056,0.033,0.041,0.117,0.021
"P12","Otros",0.038,0.027,0.038,0.04,0
"P12","En blanco",0.027,0.024,0.041,0.034,0.021
"P12","No sabe",0.039,0.032,0.106,0.073,0.242
"P18","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.229,0.151,0.114,0.133,0.172
"P18","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Unión por la Patria",0.137,0.106,0.086,0.125,0.127
"P18","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.251,0.311,0.267,0.275,0.165
"P18","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.159,0.163,0.163,0.094,0.056
"P18","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.125,0.128,0.142,0.135,0.16
"P18","Myriam Bregman a Presidente y Nicolas del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.03,0.016,0.009,0.04
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.007,0.017,0.026,0.142,0
"P18","Otros",0.034,0.025,0.052,0.022,0.181
"P18","En blanco",0.023,0.023,0.032,0.029,0
"P18","No sabe",0.018,0.046,0.102,0.036,0.099
"P21","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.252,0.153,0.126,0.208,0.158
"P21","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.226,0.249,0.281,0.243,0.082
"P21","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.196,0.242,0.267,0.259,0.363
"P21","Ramiro Marra por la Libertad Avanza",0.111,0.102,0.099,0.098,0
"P21","Vanina Biasi por el Frente de Izquierda",0.062,0.082,0.038,0.053,0
"P21","Otros",0.053,0.057,0.061,0.081,0.229
"P21","En blanco",0.047,0.044,0.053,0.035,0
"P21","No sabe",0.053,0.071,0.075,0.023,0.168
"P25","Totalmente seguro",0.755,0.589,0.551,0.633,0.389
"P25","Bastante seguro",0.139,0.25,0.173,0.141,0.158
"P25","Algo seguro",0.069,0.087,0.171,0.029,0.066
"P25","Para nada seguro",0.037,0.074,0.105,0.197,0.387
"P26","Tiene Decidido que va a ir a votar",0.912,0.926,0.76,0.871,0.705
"P26","Tiene dudas sobre si va a ir a votar",0.048,0.058,0.124,0.048,0.181
"P26","Tiene Decidido que no va a ir a votar",0.04,0.016,0.116,0.081,0.114
"P27","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.352,0.236,0.193,0.232,0.195
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.352,0.491,0.393,0.32,0.111
"P27","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.149,0.111,0.155,0.109,0.29
