"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P27","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.031,0.031,0.042,0.098,0.146
"P27","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.021,0.027,0.057,0.106,0
"P27","Otros",0.043,0.038,0.064,0.058,0.029
"P27","En blanco",0.015,0.02,0.018,0.021,0.132
"P27","No sabe",0.037,0.046,0.078,0.056,0.097
"P28","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.355,0.257,0.179,0.244,0.195
"P28","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.318,0.404,0.429,0.085,0.241
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.19,0.196,0.191,0.259,0.323
"P28","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.031,0.027,0.024,0.173,0.157
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.015,0.018,0.046,0.131,0
"P28","Otros",0.041,0.039,0.055,0,0
"P28","En blanco",0.017,0.025,0.034,0.022,0
"P28","No sabe",0.033,0.034,0.042,0.086,0.084
"P29","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.354,0.275,0.168,0.19,0.218
"P29","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.345,0.482,0.444,0.209,0.33
"P29","Ramiro Marra por la Libertad Avanza",0.149,0.106,0.146,0.207,0.149
"P29","Vanina Biasi por el Frente de Izquierda",0.023,0.018,0.022,0.108,0.079
"P29","Otros",0.07,0.047,0.148,0.213,0.072
"P29","En blanco",0.024,0.034,0.021,0.018,0
"P29","No sabe",0.035,0.038,0.051,0.055,0.152
"P30","Leandro Santoro a Jefe de Gobierno por Unión por la Patria",0.342,0.24,0.181,0.231,0.265
"P30","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.347,0.441,0.398,0.309,0.04
"P30","Ramiro Marra por la Libertad Avanza",0.159,0.133,0.184,0.254,0.209
"P30","Vanina Biasi por el Frente de Izquierda",0.014,0.013,0.01,0.1,0.075
"P30","Otros",0.061,0.069,0.06,0.029,0.032
"P30","En blanco",0.026,0.053,0.071,0.03,0.274
"P30","No sabe",0.051,0.051,0.096,0.047,0.105
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.418,0.281,0.27,0.367,0.412
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.436,0.601,0.539,0.378,0.207
"P33","En blanco",0.09,0.06,0.119,0.174,0.136
"P33","No sabe",0.056,0.058,0.072,0.081,0.245
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.428,0.57,0.483,0.263,0.358
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.17,0.147,0.167,0.351,0.371
"P34","En blanco",0.311,0.197,0.236,0.136,0.069
"P34","No sabe",0.091,0.086,0.114,0.25,0.202
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.426,0.264,0.305,0.408,0.444
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.361,0.513,0.419,0.214,0.242
"P35","En blanco",0.146,0.129,0.186,0.202,0.165
"P35","No sabe",0.067,0.094,0.09,0.176,0.149
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.402,0.472,0.407,0.307,0.16
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.235,0.248,0.289,0.272,0.524
"P36","En blanco",0.262,0.161,0.184,0.199,0.081
"P36","No sabe",0.101,0.119,0.12,0.222,0.235
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.415,0.292,0.257,0.373,0.415
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.298,0.36,0.418,0.361,0.329
"P37","En blanco",0.16,0.206,0.187,0.133,0.04
"P37","No sabe",0.127,0.142,0.138,0.133,0.216
"P38","Leandro Santoro por Unión por la Patria",0.41,0.261,0.227,0.227,0.136
"P38","Jorge Macri por Juntos por el Cambio",0.422,0.598,0.567,0.526,0.484
"P38","En blanco",0.118,0.101,0.147,0.118,0.133
"P38","No sabe",0.05,0.04,0.059,0.129,0.247
"P39","Leandro Santoro por Unión por la Patria",0.396,0.223,0.196,0.228,0.279
"P39","Martin Lousteau por Juntos por el Cambio",0.38,0.579,0.506,0.314,0.405
"P39","En blanco",0.164,0.127,0.222,0.27,0.129
"P39","No sabe",0.06,0.071,0.076,0.188,0.187
"P40","Lo votaría",0.387,0.228,0.261,0.408,0.091
"P40","Puede que lo vote",0.11,0.122,0.104,0.084,0.326
"P40","Nunca lo votaría",0.467,0.61,0.592,0.449,0.497
"P40","No sabe",0.036,0.04,0.043,0.059,0.086
"P41","Lo votaría",0.3,0.144,0.13,0.364,0.235
"P41","Puede que lo vote",0.086,0.113,0.089,0.164,0.091
"P41","Nunca lo votaría",0.585,0.717,0.71,0.454,0.551
"P41","No sabe",0.029,0.026,0.071,0.018,0.123
"P42","Lo votaría",0.373,0.524,0.452,0.443,0.104
"P42","Puede que lo vote",0.116,0.122,0.173,0.106,0.282
"P42","Nunca lo votaría",0.487,0.327,0.241,0.407,0.49
"P42","No sabe",0.024,0.027,0.134,0.044,0.124
"P43","Lo votaría",0.297,0.328,0.373,0.286,0.1
"P43","Puede que lo vote",0.182,0.27,0.195,0.23,0.287
"P43","Nunca lo votaría",0.484,0.365,0.357,0.466,0.449
"P43","No sabe",0.037,0.037,0.075,0.018,0.164
"P44","Lo votaría",0.195,0.158,0.241,0.317,0.079
"P44","Puede que lo vote",0.167,0.263,0.176,0.19,0.338
"P44","Nunca lo votaría",0.608,0.563,0.523,0.379,0.458
"P44","No sabe",0.03,0.016,0.06,0.114,0.125
"P45","Lo votaría",0.111,0.055,0.13,0.104,0.555
"P45","Puede que lo vote",0.212,0.192,0.101,0.278,0.132
"P45","Nunca lo votaría",0.634,0.717,0.674,0.557,0.187
"P45","No sabe",0.043,0.036,0.095,0.061,0.126
"P46","Lo votaría",0.064,0.024,0.097,0.158,0.09
"P46","Puede que lo vote",0.147,0.193,0.163,0.18,0.458
"P46","Nunca lo votaría",0.751,0.733,0.685,0.618,0.326
"P46","No sabe",0.038,0.05,0.055,0.044,0.126
"P54","Lo votaría",0.353,0.195,0.089,0.174,0.411
"P54","Puede que lo vote",0.081,0.101,0.159,0.151,0.134
"P54","Nunca lo votaría",0.54,0.687,0.709,0.619,0.271
"P54","No sabe",0.026,0.017,0.043,0.056,0.184
"P55","Lo votaría",0.334,0.429,0.434,0.345,0.217
"P55","Puede que lo vote",0.143,0.176,0.174,0.083,0.347
"P55","Nunca lo votaría",0.494,0.388,0.377,0.48,0.253
"P55","No sabe",0.029,0.007,0.015,0.092,0.183
"P56","Lo votaría",0.252,0.342,0.378,0.307,0
"P56","Puede que lo vote",0.258,0.279,0.231,0.332,0.355
"P56","Nunca lo votaría",0.445,0.363,0.345,0.361,0.387
"P56","No sabe",0.045,0.016,0.046,0,0.258
"P57","Si",0.564,0.483,0.493,0.201,0.43
"P57","No",0.436,0.517,0.507,0.799,0.57
