"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.24,0.29,0.191,0.332,0.265,0.207,0.103,0.156,0.202,0.385,0.311,0.26,0.207,0.213,0.305,0.213,0.215,0.246,0.205,0.298
"No",0.76,0.71,0.809,0.668,0.735,0.793,0.897,0.844,0.798,0.615,0.689,0.74,0.793,0.787,0.695,0.787,0.785,0.754,0.795,0.702
