"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"MODO",0.194,0.217,0.172,0.163,0.183,0.223,0.231,0.195,0.182,0.21,0.182,0.192,0.16,0.165,0.173,0.258,0.193,0.219,0.284,0.108
"Cuenta DNI",0.146,0.133,0.158,0.147,0.123,0.155,0.193,0.142,0.136,0.163,0.094,0.055,0.206,0.219,0.07,0.042,0.397,0.01,0.072,0.081
"Mercado de Pago",0.445,0.443,0.446,0.49,0.474,0.4,0.359,0.395,0.473,0.458,0.593,0.382,0.457,0.531,0.627,0.555,0.279,0.496,0.23,0.597
"Ualá",0.025,0.026,0.025,0.021,0.033,0.022,0.016,0.02,0.03,0.024,0.022,0.012,0.044,0.027,0.062,0.04,0.009,0.051,0.027,0.005
"Brubank",0.021,0.036,0.006,0.044,0.014,0.018,0.004,0.023,0.022,0.016,0.013,0.011,0.008,0.013,0.031,0.005,0.017,0,0.099,0.048
"Naranja X",0.02,0.014,0.027,0.036,0.018,0.008,0.019,0.015,0.025,0.019,0.01,0.027,0.03,0,0.031,0.032,0.012,0.051,0.024,0
"Otra",0.149,0.131,0.166,0.099,0.155,0.174,0.178,0.21,0.132,0.11,0.086,0.321,0.095,0.045,0.006,0.068,0.093,0.173,0.264,0.161
