"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.389,0.445,0.336,0.26,0.42,0.48,0.401,0.256,0.371,0.585,0.509,0.403,0.441,0.354,0.405,0.348,0.431,0.296,0.273,0.393
"No",0.611,0.555,0.664,0.74,0.58,0.52,0.599,0.744,0.629,0.415,0.491,0.597,0.559,0.646,0.595,0.652,0.569,0.704,0.727,0.607
