"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy convenientes",0.064,0.069,0.058,0.072,0.071,0.052,0.047,0.079,0.061,0.049,0.072,0.058,0.061,0.054,0.095,0.061,0.057,0.098,0.056,0.07
"Bastante convenientes",0.052,0.053,0.052,0.066,0.053,0.042,0.043,0.062,0.052,0.041,0.044,0.048,0.053,0.045,0.018,0.066,0.043,0.048,0.082,0.074
"Algo convenientes",0.11,0.098,0.121,0.149,0.103,0.087,0.093,0.119,0.105,0.104,0.093,0.097,0.086,0.131,0.157,0.113,0.106,0.147,0.112,0.109
"Poco convenientes",0.207,0.221,0.194,0.187,0.216,0.216,0.203,0.188,0.206,0.233,0.217,0.227,0.212,0.196,0.162,0.17,0.213,0.22,0.18,0.219
"Nada convenientes",0.384,0.405,0.364,0.318,0.382,0.445,0.413,0.332,0.392,0.436,0.435,0.398,0.414,0.391,0.384,0.408,0.433,0.235,0.323,0.323
"No sabe",0.183,0.154,0.211,0.208,0.175,0.158,0.201,0.22,0.184,0.137,0.139,0.172,0.174,0.183,0.184,0.182,0.148,0.252,0.247,0.205
