"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Las billeteras virtuales ofertadas por entidades bancarias como MODO o Cuenta DNI",0.25,0.252,0.247,0.287,0.261,0.241,0.179,0.221,0.247,0.286,0.221,0.211,0.261,0.273,0.234,0.218,0.38,0.2,0.228,0.182
"Las billeteras virtuales ofertadas por entidades no bancarias como Mercado Pago o Ualá",0.363,0.383,0.344,0.481,0.407,0.298,0.179,0.303,0.387,0.398,0.408,0.343,0.333,0.375,0.44,0.399,0.275,0.415,0.355,0.478
"No sabe",0.387,0.365,0.409,0.232,0.332,0.461,0.642,0.476,0.366,0.316,0.371,0.446,0.406,0.352,0.326,0.383,0.345,0.385,0.417,0.34
