"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"1",0.274,0.269,0.279,0.282,0.269,0.287,0.259,0.294,0.26,0.273,0.28,0.258,0.248,0.283,0.175,0.25,0.304,0.29,0.317,0.273
"2",0.114,0.124,0.104,0.088,0.13,0.097,0.125,0.115,0.112,0.114,0.12,0.12,0.117,0.116,0.133,0.153,0.132,0.094,0.035,0.09
"3",0.139,0.15,0.129,0.156,0.134,0.128,0.153,0.137,0.138,0.144,0.136,0.142,0.147,0.105,0.162,0.129,0.121,0.163,0.205,0.13
"4",0.053,0.054,0.052,0.045,0.055,0.052,0.057,0.035,0.059,0.062,0.067,0.048,0.052,0.062,0.048,0.052,0.055,0.032,0.071,0.022
"5",0.171,0.173,0.169,0.143,0.167,0.2,0.166,0.151,0.178,0.18,0.17,0.17,0.198,0.198,0.071,0.197,0.125,0.158,0.168,0.193
"6",0.05,0.051,0.048,0.056,0.051,0.05,0.039,0.052,0.043,0.056,0.044,0.059,0.034,0.051,0.021,0.053,0.057,0.066,0.038,0.043
"7",0.036,0.032,0.039,0.044,0.036,0.027,0.039,0.028,0.04,0.037,0.026,0.041,0.03,0.022,0.072,0.042,0.042,0.03,0.031,0.055
"8",0.034,0.036,0.033,0.024,0.035,0.039,0.038,0.027,0.035,0.041,0.031,0.026,0.029,0.04,0.039,0.019,0.034,0.031,0.049,0.08
"9",0.129,0.111,0.147,0.162,0.123,0.12,0.124,0.161,0.135,0.093,0.126,0.136,0.145,0.123,0.279,0.105,0.13,0.136,0.086,0.114
