"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Banco Nacion",0.42,0.449,0.394,0.472,0.414,0.369,0.435,0.485,0.416,0.357,0.376,0.427,0.314,0.373,0.418,0.632,0.33,0.563,0.469,0.493
"Banco Provincia",0.243,0.215,0.269,0.226,0.228,0.271,0.264,0.224,0.244,0.262,0.199,0.087,0.492,0.405,0.374,0.022,0.474,0.072,0.067,0.169
"Banco Ciudad",0.037,0.03,0.044,0.03,0.033,0.046,0.044,0.009,0.034,0.071,0.179,0.001,0.031,0.066,0.058,0,0.033,0.019,0,0
"Bancor, Banco de Cordoba",0.034,0.033,0.034,0.035,0.044,0.027,0.017,0.012,0.038,0.05,0.004,0.143,0.001,0,0,0.003,0.001,0.003,0.021,0.005
"Nuevo Banco de Santa Fe",0.01,0.011,0.009,0.007,0.015,0.007,0.006,0,0.011,0.02,0.012,0.039,0,0,0.012,0,0.003,0,0,0
"Credicoop",0.04,0.037,0.042,0.045,0.04,0.035,0.038,0.036,0.05,0.03,0.024,0.039,0.05,0.066,0.04,0.07,0.022,0.024,0,0.074
"Otro",0.216,0.225,0.208,0.185,0.226,0.245,0.196,0.234,0.207,0.21,0.206,0.264,0.112,0.09,0.098,0.273,0.137,0.319,0.443,0.259
