"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Estafa por redes sociales",0.301,0.271,0.33,0.295,0.348,0.234,0.288,0.256,0.345,0.286,0.276,0.332,0.212,0.333,0.23,0.408,0.27,0.279,0.312,0.308
"Estafa telefónica",0.188,0.209,0.166,0.183,0.205,0.194,0.142,0.296,0.137,0.15,0.148,0.136,0.204,0.062,0,0.177,0.269,0.24,0.284,0.322
"Correos electrónicos falsos que dirigían a un sitio web fraudulento",0.138,0.115,0.162,0.236,0.111,0.112,0.139,0.13,0.134,0.152,0.207,0.195,0.121,0.076,0.279,0.033,0.125,0.147,0.121,0.138
"Virus",0.02,0.021,0.019,0.019,0.021,0.031,0.003,0.007,0.029,0.021,0.01,0.017,0.021,0.03,0,0.09,0.014,0,0,0
"Otros",0.353,0.384,0.323,0.267,0.315,0.429,0.428,0.311,0.355,0.391,0.359,0.32,0.442,0.499,0.491,0.292,0.322,0.334,0.283,0.232
