"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.283,0.325,0.241,0.34,0.282,0.259,0.214,0.304,0.282,0.256,0.266,0.346,0.28,0.195,0.229,0.226,0.31,0.274,0.396,0.171
"No",0.717,0.675,0.759,0.66,0.718,0.741,0.786,0.696,0.718,0.744,0.734,0.654,0.72,0.805,0.771,0.774,0.69,0.726,0.604,0.829
