"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.788,0.495,0.192,0.432
"P09","Diego Santilli",0.027,0.163,0.327,0.167
"P09","Facundo Manes",0.012,0.055,0.142,0.044
"P09","Florencio Randazzo",0.022,0.045,0.053,0.074
"P09","A la izquierda",0.012,0.017,0.01,0.003
"P09","Jose Luis Espert",0,0.064,0.095,0.094
"P09","Otros candidatos",0.066,0.011,0.068,0.089
"P09","Votaría en blanco o anularía",0.073,0.15,0.113,0.097
