"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Victoria Tolosa Paz por el frente de todos",0.398,0.528,0.299,0.573,0.454,0.389,0.048,0.323,0.382,0.552,0.557,0.472,0.033
"Santilli dentro de la interna de Juntos",0.006,0.008,0.005,0,0.008,0.012,0,0,0.007,0.014,0,0.011,0.038
"Manes dentro de la interna de juntos",0.042,0.093,0.003,0.115,0.003,0.063,0.043,0,0.045,0.102,0.003,0,0.176
"Espert por avanza libertad",0.003,0.006,0,0,0.003,0.006,0,0,0,0.013,0,0,0
"Randazzo por Vamos con vos",0.107,0.102,0.111,0,0.14,0.183,0,0.179,0.097,0.013,0.216,0,0
"Guillermo Moreno por principios y valores",0.005,0.006,0.005,0,0,0.022,0,0.007,0,0.014,0.006,0,0
"A los candidatos de la izquierda",0.011,0.003,0.017,0,0.003,0.035,0.01,0.021,0,0.02,0,0,0.017
"En blanco o anularía",0.428,0.254,0.56,0.312,0.389,0.29,0.899,0.47,0.469,0.272,0.218,0.517,0.736
