"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","Julio Zamora",0.726,0.568,0.224,0.089
"P06","Segundo Cernadas",0.048,0.048,0.386,0.251
"P06","Otro candidato",0.112,0.114,0.2,0.141
"P06","En blanco",0.047,0.126,0.093,0.015
"P06","No sabe",0.067,0.144,0.097,0.504
"P07","Victoria Tolosa Paz para diputada nacional y Gisela Zamora para concejal por el frente de todos",0.759,0.369,0.033,0
"P07","Santilli para diputado nacional y Segundo cernadas para concejal por Juntos",0.057,0.164,0.483,0.472
"P07","Manes para diputado nacional y Nicolas massot para concejal por juntos",0.031,0.054,0.129,0
"P07","Espert para diputado nacional y Juan José Cervetto para concejal por avanza libertad",0,0.026,0.108,0.103
"P07","Espert para diputado nacional y Martin Liserre Moreno para concejal por Republicanos unidos",0.01,0.05,0.039,0.023
"P07","Randazzo para diputado nacional y Matias Orfo para concejal por Vamos con vos",0.001,0.052,0.023,0
"P07","Randazzo para diputado nacional y Oscar Hurtado para concejal por vamos con vos",0.004,0.002,0.001,0
"P07","Guillermo Moreno para diputado nacional y Andrés “Pichon” Flores para concejal por principios y valores",0.04,0.009,0.046,0
"P07","A los candidatos de la izquierda",0.016,0.042,0.015,0
"P07","En blanco o anularía",0.033,0.215,0.079,0.286
"P07","Cortaría Boleta",0.049,0.017,0.044,0.116
"P08","Victoria Tolosa Paz por el frente de todos",0.609,0.2,0.308,0
"P08","Santilli dentro de la interna de Juntos",0,0.2,0.011,0
"P08","Manes dentro de la interna de juntos",0.065,0.2,0.012,0
"P08","Espert por avanza libertad",0,0,0.011,0
"P08","Randazzo por Vamos con vos",0.114,0,0.011,0
"P08","Guillermo Moreno por principios y valores",0.005,0.2,0,0.047
"P08","A los candidatos de la izquierda",0,0,0.011,0.907
"P08","En blanco o anularía",0.207,0.2,0.636,0.046
"P09","Gisela Zamora por el frente de todos",0.785,0.4,0.334,0
"P09","Segundo cernadas dentro de la interna Juntos",0,0.4,0.29,0
"P09","Nicolas massot dentro de la interna por juntos",0,0,0.017,0
"P09","Juan José Cervetto dentro de la interna de avanza libertad",0,0,0.005,0
"P09","Martin Liserre Moreno por Republicanos unidos dentro de la interna de Avanza libertad",0.114,0.2,0,0
"P09","Matias Orfo dentro de la interna de vamos con vos",0.005,0,0.006,0
"P09","Oscar Hurtado dentro de la interna de vamos con vos",0,0,0.006,0.907
"P09","Andrés “Pichon” Flores por principios y valores",0.011,0,0,0.047
"P09","A los candidatos de la izquierda",0.011,0,0.006,0
"P09","En blanco o anularía",0.074,0,0.336,0.046
"P10","Si",0.849,0.622,0.756,0.315
"P10","Puede ser",0.098,0.245,0.071,0.587
"P10","No",0.053,0.133,0.173,0.098
"P11","Si",0.886,0.691,0.845,0.293
"P11","No",0.114,0.309,0.155,0.707
"P13","Positiva",0.831,0.159,0.03,0.188
"P13","Neutra",0.09,0.36,0.024,0.075
"P13","Negativa",0.054,0.364,0.944,0.119
"P13","No sabe",0.025,0.117,0.002,0.618
"P14","Positiva",0.106,0.05,0.368,0.147
"P14","Neutra",0.13,0.277,0.297,0.047
"P14","Negativa",0.746,0.583,0.33,0.348
"P14","No sabe",0.018,0.09,0.005,0.458
"P15","Positiva",0.179,0.329,0.691,0.246
"P15","Neutra",0.186,0.309,0.158,0.2
"P15","Negativa",0.576,0.251,0.139,0.085
"P15","No sabe",0.059,0.111,0.012,0.469
