"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.38,0.352,0.405,0.331,0.417,0.408,0.332,0.382,0.361,0.411,0.64,0.115,0.182,0.401,0.339,0.715,0.524,0.062,0.108,0.095
"Juntos por el Cambio",0.259,0.219,0.295,0.207,0.197,0.308,0.419,0.257,0.253,0.272,0.12,0.516,0.32,0.261,0.254,0.124,0.18,0.768,0.529,0.11
"De los liberales libertarios",0.217,0.293,0.149,0.337,0.219,0.149,0.116,0.197,0.248,0.189,0.14,0.272,0.265,0.199,0.253,0.086,0.183,0.106,0.206,0.659
"De la Izquierda",0.032,0.022,0.04,0.036,0.031,0.03,0.032,0.03,0.029,0.04,0.025,0.014,0.057,0.029,0.037,0.015,0.036,0.011,0.039,0.017
"Hacemos por nuestro país",0.021,0.023,0.019,0.022,0.024,0.017,0.016,0.018,0.018,0.029,0.008,0.037,0.037,0.022,0.019,0.006,0.013,0.022,0.033,0.029
"Otro",0.029,0.031,0.028,0.025,0.041,0.026,0.014,0.035,0.029,0.023,0.019,0.022,0.045,0.033,0.022,0.019,0.016,0.01,0.013,0.031
"En blanco",0.021,0.023,0.019,0.007,0.031,0.025,0.014,0.027,0.024,0.009,0.015,0.008,0.031,0.02,0.023,0.009,0.027,0.001,0.053,0.012
"No sabe",0.041,0.037,0.045,0.035,0.04,0.037,0.057,0.054,0.038,0.027,0.033,0.016,0.063,0.035,0.053,0.026,0.021,0.02,0.019,0.047
