"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.19,0.2,0.182,0.247,0.159,0.187,0.191,0.211,0.21,0.129,0.174,0.199,0.344,0.16,0.25,0.156,0.231,0.198,0.194,0.239
"No",0.81,0.8,0.818,0.753,0.841,0.813,0.809,0.789,0.79,0.871,0.826,0.801,0.656,0.84,0.75,0.844,0.769,0.802,0.806,0.761
