"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.397,0.375,0.417,0.365,0.417,0.44,0.338,0.389,0.389,0.421,0.655,0.143,0.112,0.433,0.329,0.744,0.479,0.038,0.152,0.116
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.261,0.241,0.279,0.211,0.21,0.305,0.388,0.266,0.24,0.292,0.125,0.501,0.387,0.248,0.286,0.128,0.222,0.763,0.425,0.107
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.201,0.256,0.152,0.281,0.22,0.122,0.156,0.183,0.238,0.16,0.122,0.267,0.241,0.178,0.245,0.071,0.194,0.126,0.147,0.638
"Gobernador y vicegobernador de la izquierda",0.036,0.038,0.033,0.05,0.035,0.022,0.033,0.038,0.035,0.033,0.025,0.016,0.097,0.038,0.03,0.021,0.028,0.004,0.088,0.019
"En blanco",0.066,0.065,0.067,0.063,0.074,0.064,0.054,0.076,0.061,0.061,0.049,0.052,0.115,0.067,0.064,0.027,0.066,0.05,0.124,0.083
"No sabe",0.039,0.025,0.052,0.03,0.044,0.047,0.031,0.048,0.037,0.033,0.024,0.021,0.048,0.036,0.046,0.009,0.011,0.019,0.064,0.037
