"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.413,0.385,0.438,0.375,0.436,0.461,0.348,0.41,0.402,0.435,0.671,0.146,0.119,0.449,0.344,0.751,0.485,0.039,0.16,0.121
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.271,0.246,0.294,0.218,0.218,0.319,0.4,0.278,0.249,0.301,0.127,0.514,0.403,0.257,0.299,0.129,0.223,0.777,0.455,0.111
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.208,0.261,0.16,0.29,0.228,0.127,0.161,0.191,0.246,0.165,0.125,0.271,0.254,0.183,0.256,0.072,0.197,0.127,0.156,0.661
"Gobernador y vicegobernador de la izquierda",0.039,0.041,0.037,0.052,0.04,0.026,0.035,0.041,0.038,0.036,0.028,0.016,0.102,0.042,0.033,0.021,0.028,0.005,0.096,0.02
"En blanco",0.069,0.067,0.071,0.065,0.078,0.067,0.056,0.08,0.065,0.063,0.049,0.053,0.122,0.069,0.068,0.027,0.067,0.052,0.133,0.087
