"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10_imputada","De los liberales libertarios",0.227,0.234,0.262,0.123
"P10_imputada","De la Izquierda",0.021,0.052,0.032,0.126
"P10_imputada","Hacemos por nuestro país",0.011,0.027,0.048,0.036
"P10_imputada","Otro",0.012,0.031,0.102,0.09
"P10_imputada","En blanco",0.011,0.018,0.016,0.105
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.477,0.385,0.338,0.376
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.258,0.314,0.284,0.216
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.217,0.196,0.242,0.212
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.018,0.023,0.069,0.116
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.018,0.05,0.063,0.039
"P20_imputada","En blanco",0.012,0.032,0.004,0.041
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.443,0.36,0.308,0.268
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.269,0.352,0.265,0.186
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.219,0.132,0.252,0.151
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.024,0.03,0.083,0.17
"GOBERNADOR_imputada","En blanco",0.045,0.126,0.092,0.225
