"var","categoria","Si","No"
"P10","Unión por la Patria",0.273,0.421
"P10","Juntos por el Cambio",0.304,0.257
"P10","De los liberales libertarios",0.296,0.194
"P10","De la Izquierda",0.024,0.031
"P10","Hacemos por nuestro país",0.027,0.017
"P10","Otro",0.015,0.027
"P10","En blanco",0.023,0.018
"P10","No sabe",0.038,0.035
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.434,0.433
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.272,0.25
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.294,0.187
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0,0.035
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0,0.029
"P20","En blanco",0,0.02
"P20","No sabe",0,0.046
"P26","Totalmente seguro",0.624,0.768
"P26","Bastante seguro",0.165,0.085
"P26","Algo seguro",0.131,0.059
"P26","Para nada seguro",0.08,0.088
"P27","Tiene Decidido que va a ir a votar",0.874,0.931
"P27","Tiene dudas sobre si va a ir a  votar",0.095,0.053
"P27","Tiene Decidido que no va a ir a votar",0.031,0.016
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.369,0.492
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.442,0.311
"P28","En blanco",0.085,0.102
"P28","No sabe",0.104,0.095
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.345,0.359
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.373,0.213
"P29","En blanco",0.162,0.263
"P29","No sabe",0.12,0.165
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.391,0.504
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.409,0.265
"P30","En blanco",0.127,0.124
"P30","No sabe",0.073,0.107
"P38","Inflación",0.37,0.35
"P38","Desempleo",0.098,0.077
"P38","Corrupción",0.315,0.278
"P38","Inseguridad",0.157,0.133
"P38","Precio del dólar",0.003,0.039
"P38","Pobreza",0.039,0.044
"P38","Narcotráfico",0.005,0.013
"P38","Tarifas",0,0.004
"P38","Otro",0.005,0.051
"P38","No sabe",0.008,0.011
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.195,0.432
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.332,0.249
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.27,0.189
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.04,0.035
"GOBERNADOR","En blanco",0.163,0.049
"GOBERNADOR","No sabe",0,0.046
