"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.919,0.912,0.925,0.889,0.928,0.946,0.904,0.903,0.908,0.957,0.932,0.949,0.892,0.929,0.899,0.955,0.913,0.947,0.893,0.922
"Tiene dudas sobre si va a ir a  votar",0.062,0.068,0.056,0.094,0.053,0.037,0.07,0.072,0.072,0.031,0.056,0.029,0.094,0.056,0.073,0.032,0.079,0.038,0.084,0.044
"Tiene Decidido que no va a ir a votar",0.019,0.02,0.019,0.017,0.019,0.017,0.026,0.025,0.02,0.012,0.012,0.022,0.014,0.015,0.028,0.013,0.008,0.015,0.023,0.034
