"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.303,0.294,0.31,0.265,0.324,0.317,0.297,0.312,0.288,0.314,0.563,0.093,0.281,0.249,0.269,0.321,0.363,0.628,0.567,0.057,0.185,0.073
"Juntos por el Cambio",0.285,0.249,0.319,0.207,0.242,0.351,0.439,0.27,0.282,0.311,0.15,0.503,0.325,0.319,0.266,0.251,0.273,0.198,0.111,0.817,0.564,0.055
"De los liberales libertarios",0.235,0.303,0.172,0.32,0.25,0.175,0.131,0.213,0.249,0.238,0.14,0.296,0.261,0.238,0.277,0.245,0.208,0.111,0.176,0.087,0.125,0.734
"De la Izquierda",0.034,0.029,0.038,0.039,0.039,0.024,0.024,0.035,0.034,0.032,0.035,0.013,0.019,0.042,0.024,0.039,0.03,0.02,0.071,0.008,0.039,0.03
"Hacemos por nuestro país",0.033,0.028,0.038,0.038,0.038,0.031,0.017,0.037,0.031,0.033,0.023,0.038,0.045,0.053,0.026,0.015,0.023,0.016,0.039,0,0.046,0.027
"Otro",0.034,0.031,0.038,0.047,0.035,0.022,0.027,0.035,0.039,0.025,0.028,0.022,0.018,0.035,0.033,0.045,0.033,0.002,0.016,0.005,0.011,0.031
"En blanco",0.027,0.023,0.031,0.029,0.027,0.031,0.019,0.03,0.032,0.016,0.019,0.011,0.022,0.021,0.04,0.022,0.026,0.005,0,0.006,0.014,0.031
"No sabe",0.049,0.043,0.054,0.055,0.045,0.049,0.046,0.068,0.045,0.031,0.042,0.024,0.029,0.043,0.065,0.062,0.044,0.02,0.02,0.02,0.016,0.019
