"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.405,0.374,0.432,0.378,0.432,0.412,0.375,0.438,0.4,0.37,0.752,0.107,0.34,0.338,0.409,0.445,0.452,0.813,0.775,0.047,0.203,0.057
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.332,0.326,0.337,0.266,0.277,0.399,0.484,0.295,0.312,0.408,0.089,0.649,0.352,0.362,0.288,0.277,0.338,0.104,0.128,0.903,0.619,0.297
"En blanco",0.136,0.164,0.112,0.228,0.136,0.081,0.056,0.1,0.173,0.126,0.08,0.125,0.161,0.16,0.157,0.114,0.109,0.055,0.076,0.029,0.04,0.429
"No sabe",0.127,0.136,0.119,0.128,0.155,0.108,0.085,0.167,0.115,0.096,0.079,0.119,0.147,0.14,0.146,0.164,0.101,0.028,0.021,0.021,0.138,0.217
