"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.35,0.33,0.367,0.315,0.377,0.365,0.323,0.369,0.347,0.33,0.664,0.09,0.313,0.268,0.361,0.377,0.409,0.715,0.58,0.041,0.168,0.102
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.25,0.225,0.273,0.161,0.191,0.334,0.432,0.231,0.226,0.311,0.079,0.512,0.216,0.276,0.189,0.207,0.266,0.1,0.168,0.839,0.486,0.05
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.262,0.326,0.204,0.364,0.289,0.175,0.138,0.248,0.293,0.23,0.153,0.313,0.318,0.276,0.33,0.302,0.209,0.114,0.121,0.084,0.158,0.794
"Los candidatos a presidente y vicepresidente de la izquierda",0.027,0.026,0.027,0.029,0.032,0.021,0.02,0.026,0.026,0.03,0.022,0.013,0.023,0.033,0.019,0.016,0.027,0.021,0.054,0.009,0.044,0.003
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.048,0.041,0.055,0.066,0.048,0.038,0.031,0.045,0.048,0.052,0.038,0.036,0.082,0.078,0.041,0.045,0.028,0.026,0.046,0.007,0.077,0.032
"En blanco",0.023,0.022,0.023,0.029,0.022,0.018,0.021,0.027,0.024,0.015,0.02,0.015,0.019,0.03,0.024,0.01,0.018,0.015,0.012,0.005,0.007,0.006
"No sabe",0.04,0.03,0.051,0.036,0.041,0.049,0.035,0.054,0.036,0.032,0.024,0.021,0.029,0.039,0.036,0.043,0.043,0.009,0.019,0.015,0.06,0.013
