"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.421,0.401,0.438,0.362,0.462,0.436,0.396,0.47,0.386,0.415,0.74,0.163,0.345,0.347,0.408,0.49,0.478,0.799,0.734,0.116,0.325,0.045
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.325,0.385,0.271,0.434,0.339,0.268,0.199,0.265,0.354,0.353,0.152,0.465,0.319,0.364,0.344,0.349,0.28,0.088,0.083,0.311,0.258,0.873
"En blanco",0.145,0.125,0.163,0.145,0.105,0.17,0.203,0.125,0.155,0.152,0.07,0.206,0.211,0.169,0.145,0.104,0.13,0.079,0.082,0.382,0.221,0.038
"No sabe",0.109,0.089,0.128,0.059,0.094,0.126,0.202,0.14,0.105,0.08,0.038,0.166,0.125,0.12,0.103,0.057,0.112,0.034,0.101,0.191,0.196,0.044
