"var","categoria","Totalmente de acuerdo","Bastante de acuerdo","Poco de acuerdo","Nada de acuerdo","No sabe"
"P09","Toloza Paz",0.85,0.6,0.125,0.095,0.024
"P09","Diego Santilli",0.047,0.092,0.309,0.423,0.516
"P09","Facundo Manes",0.033,0.027,0.122,0.155,0.055
"P09","Florencio Randazzo",0.027,0.05,0.051,0.033,0
"P09","A los candidatos de la izquierda",0.024,0.011,0.02,0.024,0
"P09","Jose Luis Espert",0.003,0.065,0.121,0.161,0.369
"P09","Otros candidatos",0.015,0.083,0.162,0.056,0.007
"P09","Votaría en blanco o anularía",0.001,0.072,0.09,0.053,0.029
