"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.388,0.356,0.419,0.333,0.428,0.409,0.349,0.393,0.372,0.411,0.656,0.113,0.278,0.407,0.353,0.711,0.541,0.071,0.144,0.108
"Juntos por el Cambio",0.27,0.227,0.31,0.208,0.209,0.306,0.446,0.265,0.265,0.285,0.12,0.535,0.296,0.268,0.274,0.131,0.19,0.78,0.525,0.118
"De los liberales libertarios",0.226,0.309,0.148,0.347,0.232,0.178,0.104,0.196,0.26,0.205,0.155,0.277,0.248,0.209,0.258,0.097,0.166,0.106,0.208,0.684
"De la Izquierda",0.034,0.024,0.042,0.042,0.03,0.033,0.032,0.035,0.028,0.041,0.025,0.012,0.055,0.03,0.04,0.015,0.041,0.008,0.042,0.016
"Hacemos por nuestro país",0.024,0.024,0.024,0.019,0.031,0.019,0.023,0.034,0.017,0.023,0.011,0.035,0.035,0.022,0.029,0.016,0.016,0.019,0.03,0.034
"Otro",0.032,0.034,0.031,0.035,0.042,0.026,0.015,0.044,0.029,0.024,0.02,0.022,0.055,0.036,0.024,0.018,0.026,0.014,0.01,0.032
"En blanco",0.026,0.026,0.026,0.016,0.028,0.029,0.031,0.033,0.029,0.011,0.013,0.006,0.033,0.028,0.022,0.012,0.02,0.002,0.041,0.008
