"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.472,0.448,0.493,0.415,0.504,0.511,0.429,0.52,0.443,0.457,0.763,0.142,0.268,0.505,0.406,0.812,0.728,0.052,0.201,0.155
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.324,0.317,0.33,0.249,0.303,0.34,0.459,0.325,0.298,0.367,0.115,0.66,0.411,0.309,0.352,0.101,0.169,0.876,0.63,0.358
"En blanco",0.106,0.142,0.075,0.19,0.093,0.076,0.054,0.054,0.153,0.095,0.071,0.115,0.116,0.101,0.117,0.038,0.077,0.029,0.075,0.303
"No sabe",0.098,0.093,0.102,0.146,0.1,0.073,0.058,0.101,0.106,0.081,0.051,0.083,0.205,0.085,0.125,0.049,0.026,0.043,0.094,0.184
