"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.742,0.788,0.701,0.691,0.738,0.766,0.791,0.728,0.737,0.77,0.769,0.779,0.765,0.751,0.725,0.82,0.704,0.765,0.542,0.729
"Bastante seguro",0.099,0.092,0.105,0.131,0.1,0.086,0.067,0.084,0.11,0.098,0.103,0.082,0.109,0.1,0.096,0.078,0.134,0.094,0.198,0.108
"Algo seguro",0.067,0.053,0.08,0.052,0.089,0.05,0.062,0.073,0.063,0.067,0.052,0.072,0.049,0.058,0.085,0.048,0.086,0.086,0.092,0.075
"Para nada seguro",0.092,0.067,0.114,0.126,0.073,0.098,0.08,0.115,0.09,0.065,0.076,0.067,0.077,0.091,0.094,0.054,0.076,0.055,0.168,0.088
