"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.375,0.346,0.401,0.309,0.412,0.408,0.337,0.382,0.355,0.399,0.64,0.11,0.214,0.394,0.337,0.696,0.53,0.07,0.129,0.097
"Juntos por el Cambio",0.262,0.223,0.298,0.208,0.201,0.294,0.434,0.254,0.259,0.278,0.117,0.53,0.297,0.261,0.264,0.128,0.188,0.767,0.522,0.111
"De los liberales libertarios",0.217,0.299,0.141,0.337,0.223,0.166,0.103,0.186,0.249,0.202,0.146,0.269,0.248,0.2,0.25,0.091,0.166,0.104,0.208,0.66
"De la Izquierda",0.031,0.02,0.041,0.036,0.027,0.032,0.029,0.03,0.027,0.039,0.025,0.011,0.051,0.029,0.034,0.014,0.04,0.008,0.04,0.014
"Hacemos por nuestro país",0.022,0.024,0.022,0.019,0.031,0.015,0.02,0.031,0.017,0.021,0.011,0.035,0.03,0.022,0.025,0.015,0.012,0.018,0.03,0.033
"Otro",0.03,0.03,0.029,0.033,0.039,0.025,0.012,0.038,0.028,0.022,0.019,0.022,0.047,0.033,0.023,0.018,0.027,0.012,0.01,0.032
"En blanco",0.023,0.023,0.023,0.016,0.028,0.026,0.016,0.024,0.029,0.011,0.013,0.006,0.033,0.025,0.019,0.012,0.018,0.002,0.041,0.008
"No sabe",0.04,0.035,0.045,0.042,0.039,0.034,0.049,0.055,0.036,0.028,0.029,0.017,0.08,0.036,0.048,0.026,0.019,0.019,0.02,0.045
