"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.415,0.395,0.435,0.391,0.427,0.467,0.354,0.416,0.404,0.435,0.669,0.147,0.152,0.449,0.349,0.751,0.499,0.028,0.164,0.143
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.273,0.255,0.289,0.224,0.235,0.295,0.398,0.289,0.244,0.301,0.124,0.523,0.418,0.255,0.308,0.136,0.211,0.78,0.483,0.123
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.201,0.253,0.152,0.261,0.228,0.128,0.149,0.172,0.241,0.168,0.13,0.256,0.253,0.181,0.238,0.067,0.193,0.135,0.164,0.616
"Gobernador y vicegobernador de la izquierda",0.038,0.04,0.036,0.048,0.036,0.039,0.028,0.047,0.033,0.036,0.024,0.019,0.074,0.04,0.036,0.018,0.027,0.007,0.08,0.019
"En blanco",0.073,0.057,0.088,0.076,0.074,0.071,0.071,0.076,0.078,0.06,0.053,0.055,0.103,0.075,0.069,0.028,0.07,0.05,0.109,0.099
