"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.486,0.454,0.515,0.464,0.508,0.514,0.431,0.522,0.452,0.496,0.751,0.186,0.316,0.525,0.41,0.812,0.694,0.114,0.259,0.153
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.282,0.348,0.222,0.408,0.287,0.242,0.146,0.194,0.335,0.307,0.134,0.427,0.398,0.266,0.313,0.091,0.169,0.268,0.395,0.778
"En blanco",0.128,0.126,0.131,0.072,0.119,0.134,0.222,0.162,0.111,0.113,0.075,0.209,0.225,0.115,0.155,0.062,0.1,0.343,0.184,0.036
"No sabe",0.104,0.072,0.132,0.056,0.086,0.11,0.201,0.122,0.102,0.084,0.04,0.178,0.061,0.094,0.122,0.035,0.037,0.275,0.162,0.033
