"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.435,0.41,0.459,0.431,0.451,0.454,0.381,0.456,0.431,0.416,0.71,0.132,0.293,0.465,0.377,0.774,0.621,0.057,0.139,0.126
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.253,0.233,0.271,0.189,0.192,0.302,0.415,0.252,0.222,0.305,0.093,0.536,0.309,0.237,0.283,0.114,0.133,0.81,0.479,0.097
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.204,0.265,0.149,0.266,0.239,0.151,0.108,0.169,0.243,0.185,0.131,0.265,0.264,0.192,0.23,0.075,0.152,0.089,0.178,0.689
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.027,0.031,0.023,0.042,0.025,0.019,0.021,0.031,0.025,0.026,0.017,0.012,0.034,0.026,0.029,0.011,0.025,0.005,0.059,0.009
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.025,0.013,0.034,0.025,0.028,0.013,0.032,0.022,0.024,0.029,0.023,0.015,0.043,0.026,0.022,0.012,0.029,0.018,0.046,0.023
"En blanco",0.018,0.025,0.013,0.018,0.022,0.014,0.016,0.02,0.021,0.011,0.007,0.019,0.02,0.017,0.021,0.003,0.032,0.002,0.038,0.026
"No sabe",0.038,0.023,0.051,0.029,0.043,0.047,0.027,0.05,0.034,0.028,0.019,0.021,0.037,0.037,0.038,0.011,0.008,0.019,0.061,0.03
