"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Peor",0.517,0.516,0.517,0.49,0.589,0.569,0.277,0.573,0.439,0.588,0.513,0.407,0.73,0.671,0.462,0,0,0
"Igual",0.278,0.304,0.252,0.198,0.272,0.25,0.487,0.244,0.305,0.269,0.264,0.403,0.115,0.178,0.339,0,0,0
"Mejor",0.11,0.096,0.125,0.226,0.038,0.091,0.133,0.115,0.125,0.079,0.11,0.094,0.11,0.066,0.106,0,0,0
"No sabe",0.095,0.084,0.106,0.086,0.101,0.09,0.103,0.068,0.131,0.064,0.113,0.096,0.045,0.085,0.093,0,0,0
