"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Gobierno nacional",0.218,0.208,0.228,0.139,0.223,0.282,0.263,0.233,0.17,0.289,0.305,0.057,0.288,0.396,0.087,0,0,0
"Gobierno provincial",0.575,0.564,0.586,0.64,0.565,0.553,0.511,0.501,0.624,0.579,0.401,0.826,0.6,0.412,0.721,0,0,0
"No sabe",0.207,0.228,0.186,0.221,0.212,0.165,0.226,0.266,0.206,0.132,0.294,0.117,0.112,0.192,0.192,0,0,0
