"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.478,0.409,0.547,0.464,0.557,0.4,0.405,0.459,0.507,0.447,0.583,0.423,0.462,0.574,0.446,0,0,0
"El actual gobierno de Alberto Weretilneck",0.422,0.449,0.396,0.429,0.37,0.492,0.446,0.455,0.417,0.396,0.313,0.495,0.461,0.348,0.446,0,0,0
"No sabe",0.1,0.142,0.057,0.107,0.073,0.108,0.149,0.086,0.076,0.157,0.104,0.082,0.077,0.078,0.108,0,0,0
