"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El estado nacional",0.16,0.176,0.145,0.227,0.123,0.189,0.102,0.218,0.148,0.115,0.197,0.145,0.174,0.168,0.155,0,0,0
"El estado provincial",0.426,0.417,0.436,0.292,0.518,0.391,0.459,0.402,0.411,0.481,0.542,0.281,0.499,0.57,0.357,0,0,0
"Ambos de forma coordinada",0.334,0.307,0.359,0.391,0.305,0.338,0.307,0.255,0.378,0.347,0.185,0.461,0.327,0.241,0.387,0,0,0
"No sabe",0.08,0.1,0.06,0.09,0.054,0.082,0.132,0.125,0.063,0.057,0.076,0.113,0,0.021,0.101,0,0,0
