"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.436,0.368,0.336,0.31
"P05","Bastante",0.329,0.336,0.317,0.116
"P05","Poco",0.15,0.188,0.284,0.182
"P05","Nada",0.059,0.071,0.025,0.241
"P05","No sabe",0.026,0.037,0.038,0.151
"P06","Siempre",0.225,0.224,0.078,0.101
"P06","Casi siempre",0.344,0.302,0.227,0.165
"P06","Casi nunca",0.296,0.326,0.334,0.446
"P06","Nunca, pero esta es una excepción",0.135,0.148,0.361,0.288
"P09","Unión por la Patria",0.36,0.34,0.403,0.087
"P09","Juntos por el Cambio",0.246,0.246,0.202,0.138
"P09","De los Liberales libertarios",0.291,0.221,0.155,0.084
"P09","De la Izquierda",0.041,0.085,0.069,0.152
"P09","Hacemos por nuestro país",0.006,0.049,0.044,0.084
"P09","Otro",0.027,0.008,0.035,0.106
"P09","En blanco",0.01,0.002,0.009,0.11
"P09","No sabe",0.019,0.049,0.083,0.239
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.372,0.355,0.458,0.188
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.237,0.226,0.256,0.11
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.307,0.291,0.131,0.054
"P12","Raul Othacehé a intendente por el frente vecinal crecer",0.034,0.011,0.034,0.103
"P12","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.013,0.058,0.064,0.074
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.004,0.036,0,0.045
"P12","En blanco",0.006,0.002,0.009,0.148
"P12","No sabe",0.027,0.021,0.048,0.278
"P15","Si",0.445,0.429,0.479,0.62
"P15","No",0.555,0.571,0.521,0.38
"P16","Sergio Massa a presidente por Unión por la Patria",0.375,0.458,0.348,0.101
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.265,0.271,0.401,0.087
"P16","Javier Milei a presidente por la Libertad Avanza",0.307,0.15,0.104,0.231
"P16","Los candidatos a presidente de la Izquierda",0.004,0.017,0.093,0.242
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.031,0.07,0,0.044
"P16","En blanco",0.007,0,0.023,0.071
"P16","No sabe",0.011,0.034,0.031,0.224
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.333,0.396,0.426,0.292
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.328,0.369,0.114,0.153
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.262,0.117,0.317,0.084
"P19","El candidato a gobernador de la Izquierda",0.036,0.004,0.083,0.097
"P19","En blanco",0.011,0.073,0.028,0.155
"P19","No sabe",0.03,0.041,0.032,0.219
"P22","Gustavo Menéndez a intendente por Unión por la Patria",0.295,0.25,0.201,0.181
"P22","Zencich a intendente por Juntos por el Cambio",0.303,0.264,0.401,0.14
"P22","Eduardo Varela a intendente por la Libertad Avanza",0.139,0.135,0.108,0.073
"P22","Raul Othacehé a intendente por el frente vecinal crecer",0.152,0.121,0.137,0.212
"P22","El candidato a intendente de la Izquierda",0.044,0.046,0.055,0.007
"P22","En blanco",0.022,0.04,0.005,0.043
"P22","No sabe",0.045,0.144,0.093,0.344
"P26","Tiene Decidido que va a ir a votar",0.954,0.789,0.74,0.559
"P26","Tiene dudas sobre si va a ir a  votar",0.025,0.197,0.035,0.237
"P26","Tiene Decidido que no va a ir a votar",0.021,0.014,0.225,0.204
"P27","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.467,0.447,0.475,0.382
"P27","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.132,0.141,0.067,0.021
"P27","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.261,0.253,0.223,0.176
"P27","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.074,0.079,0.035,0.164
"P27","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.025,0.007,0.029,0.045
"P27","No sabe",0.041,0.073,0.171,0.212
"P28","Lo votaría",0.372,0.376,0.429,0.206
"P28","Puede que lo vote",0.083,0.12,0.263,0.091
"P28","Nunca lo votaría",0.507,0.466,0.255,0.369
"P28","No sabe",0.038,0.038,0.053,0.334
"P29","Lo votaría",0.282,0.233,0.291,0.1
"P29","Puede que lo vote",0.127,0.149,0.106,0.122
"P29","Nunca lo votaría",0.543,0.502,0.485,0.574
"P29","No sabe",0.048,0.116,0.118,0.204
"P30","Lo votaría",0.324,0.292,0.157,0.086
"P30","Puede que lo vote",0.097,0.169,0.214,0.142
"P30","Nunca lo votaría",0.555,0.478,0.466,0.579
"P30","No sabe",0.024,0.061,0.163,0.193
"P31","Lo votaría",0.17,0.174,0.276,0.211
"P31","Puede que lo vote",0.117,0.144,0.099,0.037
"P31","Nunca lo votaría",0.639,0.585,0.541,0.56
"P31","No sabe",0.074,0.097,0.084,0.192
"P32","Si",0.362,0.418,0.375,0.467
"P32","No",0.638,0.582,0.625,0.533
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.414,0.413,0.471,0.178
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.241,0.245,0.272,0.085
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.307,0.253,0.152,0.174
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.008,0.029,0.07,0.156
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.013,0.036,0,0.046
"PRESIDENTE","En blanco",0.007,0.002,0.01,0.118
"PRESIDENTE","No sabe",0.01,0.022,0.025,0.243
"CORTA_PRESIDENTE","Si",0.138,0.163,0.128,0.35
"CORTA_PRESIDENTE","No",0.862,0.837,0.872,0.65
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.394,0.385,0.5,0.292
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.266,0.283,0.132,0.122
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.29,0.237,0.254,0.091
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.022,0.025,0.076,0.063
"GOBERNADOR","En blanco",0.009,0.04,0.012,0.188
"GOBERNADOR","No sabe",0.019,0.03,0.026,0.244
"CORTA_GOBERNADOR","Si",0.187,0.199,0.305,0.375
"CORTA_GOBERNADOR","No",0.813,0.801,0.695,0.625
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria",0.37,0.329,0.408,0.22
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.26,0.241,0.276,0.112
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.232,0.247,0.145,0.083
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.071,0.049,0.066,0.141
"INTENDENTE","El candidato a intendente de la Izquierda",0.028,0.039,0.053,0.015
"INTENDENTE","En blanco",0.014,0.021,0.003,0.107
"INTENDENTE","No sabe",0.025,0.074,0.049,0.322
"CORTA_INTENDENTE","Si",0.233,0.245,0.212,0.358
