"var","categoria","Si","No"
"P05","Mucho",0.372,0.404
"P05","Bastante",0.329,0.289
"P05","Poco",0.16,0.185
"P05","Nada",0.136,0.067
"P05","No sabe",0.003,0.055
"P06","Siempre",0.178,0.196
"P06","Casi siempre",0.292,0.308
"P06","Casi nunca",0.345,0.318
"P06","Nunca, pero esta es una excepción",0.185,0.178
"P09","Unión por la Patria",0.253,0.355
"P09","Juntos por el Cambio",0.165,0.25
"P09","De los Liberales libertarios",0.278,0.233
"P09","De la Izquierda",0.059,0.058
"P09","Hacemos por nuestro país",0.052,0.012
"P09","Otro",0.039,0.03
"P09","En blanco",0.049,0.014
"P09","No sabe",0.105,0.048
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.24,0.386
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.151,0.26
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.303,0.243
"P12","Raul Othacehé a intendente por el frente vecinal crecer",0.037,0.035
"P12","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.058,0.02
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.035,0.004
"P12","En blanco",0.05,0.014
"P12","No sabe",0.126,0.038
"P15","Si",1,0.286
"P15","No",0,0.714
"P16","Sergio Massa a presidente por Unión por la Patria",0.382,0.329
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.182,0.333
"P16","Javier Milei a presidente por la Libertad Avanza",0.276,0.211
"P16","Los candidatos a presidente de la Izquierda",0.06,0.022
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.041,0.02
"P16","En blanco",0.023,0.01
"P16","No sabe",0.036,0.075
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.349,0.32
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.261,0.316
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.222,0.237
"P19","El candidato a gobernador de la Izquierda",0.044,0.039
"P19","En blanco",0.063,0.023
"P19","No sabe",0.061,0.065
"P22","Gustavo Menéndez a intendente por Unión por la Patria",0.232,0.292
"P22","Zencich a intendente por Juntos por el Cambio",0.208,0.368
"P22","Eduardo Varela a intendente por la Libertad Avanza",0.104,0.151
"P22","Raul Othacehé a intendente por el frente vecinal crecer",0.187,0.113
"P22","El candidato a intendente de la Izquierda",0.061,0.018
"P22","En blanco",0.047,0.008
"P22","No sabe",0.161,0.05
"P25","Totalmente seguro",0.587,0.632
"P25","Bastante seguro",0.185,0.187
"P25","Algo seguro",0.076,0.092
"P25","Para nada seguro",0.152,0.089
"P26","Tiene Decidido que va a ir a votar",0.848,0.867
"P26","Tiene dudas sobre si va a ir a  votar",0.073,0.083
"P26","Tiene Decidido que no va a ir a votar",0.079,0.05
"P27","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.448,0.458
"P27","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.124,0.114
"P27","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.188,0.267
"P27","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.128,0.065
"P27","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.036,0.02
"P27","No sabe",0.076,0.076
"P28","Lo votaría",0.271,0.391
"P28","Puede que lo vote",0.171,0.085
"P28","Nunca lo votaría",0.483,0.457
"P28","No sabe",0.075,0.067
"P29","Lo votaría",0.231,0.264
"P29","Puede que lo vote",0.219,0.099
"P29","Nunca lo votaría",0.484,0.55
"P29","No sabe",0.066,0.087
