"var","categoria","Si","No"
"P30","Lo votaría",0.284,0.279
"P30","Puede que lo vote",0.185,0.106
"P30","Nunca lo votaría",0.478,0.554
"P30","No sabe",0.053,0.061
"P31","Lo votaría",0.266,0.156
"P31","Puede que lo vote",0.084,0.123
"P31","Nunca lo votaría",0.552,0.633
"P31","No sabe",0.098,0.088
"P32","Si",0.407,0.376
"P32","No",0.593,0.624
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.395,0.401
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.17,0.25
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.279,0.256
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.055,0.022
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.044,0.011
"PRESIDENTE","En blanco",0.022,0.016
"PRESIDENTE","No sabe",0.035,0.044
"CORTA_PRESIDENTE","Si",0.484,0.089
"CORTA_PRESIDENTE","No",0.516,0.911
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.343,0.398
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.251,0.243
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.231,0.266
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.045,0.027
"GOBERNADOR","En blanco",0.064,0.025
"GOBERNADOR","No sabe",0.066,0.041
"CORTA_GOBERNADOR","Si",0.611,0.116
"CORTA_GOBERNADOR","No",0.389,0.884
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria",0.218,0.389
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.213,0.258
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.105,0.244
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.193,0.034
"INTENDENTE","El candidato a intendente de la Izquierda",0.062,0.02
"INTENDENTE","En blanco",0.044,0.018
"INTENDENTE","No sabe",0.165,0.037
