"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.403,0.39,0.304,0.306,0.271
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.222,0.217,0.344,0.214,0.268
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.299,0.298,0.232,0.23,0.079
"P12_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.029,0.022,0.076,0.044,0.211
"P12_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.025,0.046,0.031,0.026,0.033
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.004,0.014,0,0.081,0
"P12_imputada","En blanco",0.018,0.013,0.013,0.099,0.138
"P16_imputada","Sergio Massa a presidente por Unión por la Patria",0.415,0.383,0.439,0.135,0.122
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.277,0.217,0.334,0.217,0.067
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.237,0.318,0.216,0.294,0
"P16_imputada","Los candidatos a presidente de la Izquierda",0.03,0.051,0.004,0.181,0.398
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.011,0.016,0,0.157,0.413
"P16_imputada","En blanco",0.03,0.015,0.007,0.016,0
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.329,0.415,0.382,0.296,0.127
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.3,0.302,0.302,0.279,0.429
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.285,0.237,0.294,0.114,0
"P19_imputada","El candidato a gobernador de la Izquierda",0.045,0.03,0,0.093,0.444
"P19_imputada","En blanco",0.041,0.016,0.022,0.218,0
"P22_imputada","Gustavo Menéndez a intendente por Unión por la Patria",0.283,0.353,0.23,0.337,0.115
"P22_imputada","Zencich a intendente por Juntos por el Cambio",0.317,0.269,0.381,0.206,0.061
"P22_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.142,0.156,0.098,0.184,0
"P22_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.15,0.14,0.225,0.126,0.824
"P22_imputada","El candidato a intendente de la Izquierda",0.081,0.043,0.044,0,0
"P22_imputada","En blanco",0.027,0.039,0.022,0.147,0
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria",0.447,0.404,0.394,0.318,0.284
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.217,0.224,0.336,0.209,0.248
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.292,0.297,0.236,0.24,0.082
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.016,0.034,0.028,0.1,0.119
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.007,0.014,0,0.095,0.109
"PRESIDENTE_imputada","En blanco",0.021,0.027,0.006,0.038,0.158
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.407,0.411,0.358,0.409,0.291
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.226,0.263,0.304,0.243,0.325
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.315,0.266,0.298,0.145,0.083
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.025,0.025,0.026,0.046,0.143
"GOBERNADOR_imputada","En blanco",0.027,0.035,0.014,0.157,0.158
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria",0.383,0.376,0.27,0.437,0.294
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.234,0.255,0.365,0.215,0.244
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.254,0.226,0.182,0.171,0.082
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.073,0.079,0.115,0.075,0.291
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.037,0.033,0.056,0,0.035
"INTENDENTE_imputada","En blanco",0.019,0.031,0.012,0.102,0.054
