"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Siempre",0.203,0.224,0.182,0.155,0.21,0.257,0.197,0.238,0.18,0.194,0.215,0.208,0.283,0.208,0.284,0.253,0.339,0.21,0.206,0.166,0.209,0.19,0.266,0.162,0.201,0.179,0.254
"Casi siempre",0.282,0.297,0.266,0.222,0.248,0.361,0.383,0.195,0.32,0.342,0.328,0.325,0.228,0.27,0.355,0.45,0.256,0.251,0.295,0.363,0.27,0.234,0.329,0.412,0.406,0.3,0.224
"Casi nunca",0.287,0.254,0.32,0.271,0.321,0.28,0.232,0.284,0.295,0.277,0.278,0.281,0.394,0.323,0.262,0.242,0.326,0.279,0.297,0.226,0.318,0.269,0.265,0.212,0.266,0.338,0.384
"Nunca, pero esta es una excepción",0.228,0.225,0.232,0.352,0.221,0.102,0.188,0.283,0.205,0.187,0.179,0.186,0.095,0.199,0.099,0.055,0.079,0.26,0.202,0.245,0.203,0.307,0.14,0.214,0.127,0.183,0.138
