"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positiva",0.41,0.398,0.424,0.424,0.361,0.448,0.467,0.288,0.452,0.485,0.531,0.253,0.317,0.404,0.245,0.753,0.015,0.424,0.351,0.361,0.544,0.626,0.582,0.685,0.162,0.169,0.154
"Positiva",0.215,0.181,0.252,0.179,0.228,0.234,0.202,0.156,0.224,0.269,0.251,0.185,0,0.27,0.231,0.169,0.138,0.22,0.241,0.178,0.218,0.031,0.202,0.236,0.245,0.41,0.193
"Neutral",0.179,0.193,0.163,0.198,0.166,0.152,0.229,0.263,0.171,0.091,0.144,0.23,0.28,0.19,0.208,0.061,0.125,0.191,0.206,0.25,0.061,0.04,0.127,0.023,0.389,0.311,0.208
"Algo negativa",0.065,0.068,0.061,0.055,0.079,0.071,0.029,0.062,0.087,0.029,0.011,0.126,0.002,0.027,0.125,0,0.063,0.059,0.097,0.012,0.014,0,0.01,0.046,0.111,0,0.158
"Negativa",0.094,0.129,0.056,0.112,0.126,0.041,0.062,0.169,0.044,0.091,0.045,0.124,0.376,0.058,0.13,0.017,0.659,0.048,0.06,0.187,0.163,0.303,0.031,0.004,0.089,0.084,0.227
"No sabe",0.037,0.031,0.044,0.032,0.04,0.054,0.011,0.062,0.022,0.035,0.018,0.082,0.025,0.051,0.061,0,0,0.058,0.045,0.012,0,0,0.048,0.006,0.004,0.026,0.06
