"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Martín Soria a Diputado Nacional por Unión por la Patria",0.122,0.087,0.163,0.125,0.103,0.151,0.132,0.129,0.075,0.201,0.168,0.078,0.293,0.094,0.131,0.518,0.025,0.135,0.087,0.044,0.186,0.339,0.339,0.331,0.098,0.022,0.052
"Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.204,0.222,0.184,0.241,0.183,0.156,0.272,0.239,0.199,0.168,0.194,0.271,0.08,0.292,0.192,0,0.193,0.254,0.176,0.164,0.293,0.125,0.137,0.669,0.58,0,0.076
"Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.181,0.173,0.191,0.147,0.128,0.231,0.336,0.266,0.168,0.09,0.244,0.144,0.115,0.317,0.096,0,0.069,0.217,0.188,0.073,0.253,0,0.36,0,0.062,0.161,0.183
"Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.254,0.266,0.24,0.071,0.357,0.351,0.149,0.209,0.256,0.312,0.326,0.243,0.226,0.153,0.374,0.482,0.569,0.203,0.286,0.519,0.091,0.144,0.046,0,0.14,0.734,0.359
"Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.007,0,0.015,0,0.008,0.005,0.018,0,0.005,0.019,0.003,0,0,0,0,0,0.035,0.018,0,0.028,0,0,0.016,0,0,0.053,0.003
"En blanco",0.092,0.128,0.049,0.187,0.103,0,0.013,0.039,0.131,0.09,0.037,0.083,0.145,0.028,0.102,0,0.077,0.058,0.137,0.009,0.059,0.04,0,0,0,0,0.139
"No sabe",0.14,0.124,0.158,0.229,0.118,0.106,0.08,0.118,0.166,0.12,0.028,0.181,0.141,0.116,0.105,0,0.032,0.115,0.126,0.163,0.118,0.352,0.102,0,0.12,0.03,0.188
