"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.856,0.836,0.878,0.735,0.908,0.913,0.873,0.809,0.88,0.887,0.886,0.914,0.91,0.901,0.903,0.951,0.811,0.836,0.851,0.802,0.933,0.897,0.91,0.918,0.899,0.921,0.915
"Tiene dudas sobre si va a ir a  votar",0.104,0.125,0.082,0.184,0.073,0.063,0.088,0.143,0.091,0.067,0.089,0.064,0.075,0.087,0.082,0.049,0,0.108,0.117,0.104,0.039,0.099,0.075,0.046,0.082,0.061,0.069
"Tiene Decidido que no va a ir a votar",0.04,0.039,0.04,0.081,0.019,0.024,0.039,0.048,0.029,0.046,0.025,0.022,0.015,0.012,0.015,0,0.189,0.056,0.032,0.094,0.028,0.004,0.015,0.036,0.019,0.018,0.016
