"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.417,0.473,0.357,0.413,0.408,0.402,0.474,0.387,0.427,0.44,0.44,0.357,0.374,0.341,0.408,0.467,0.467,0.386,0.442,0.439,0.46,0.206,0.368,0.336,0.277,0.473,0.587
"No",0.583,0.527,0.643,0.587,0.592,0.598,0.526,0.613,0.573,0.56,0.56,0.643,0.626,0.659,0.592,0.533,0.533,0.614,0.558,0.561,0.54,0.794,0.632,0.664,0.723,0.527,0.413
