"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.782,0.871,0.687,0.812,0.748,0.789,0.821,0.622,0.831,0.893,0.804,0.793,0.716,0.731,0.747,0.924,0.74,0.747,0.833,0.716,0.857,0.501,0.753,0.869,0.711,0.955,0.812
"No",0.218,0.129,0.313,0.188,0.252,0.211,0.179,0.378,0.169,0.107,0.196,0.207,0.284,0.269,0.253,0.076,0.26,0.253,0.167,0.284,0.143,0.499,0.247,0.131,0.289,0.045,0.188
