"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.301,0.295,0.306,0.26,0.251,0.356,0.414,0.322,0.271,0.324,0.524,0.12,0.156,0.322,0.153,0.817,0.018,0.333,0.301,0.242,0.263,0.303,0.7,0.528,0.021,0.028,0.059
"Juntos por el Cambio ",0.181,0.163,0.2,0.098,0.141,0.269,0.284,0.116,0.179,0.263,0.045,0.386,0.276,0.096,0.44,0.012,0.101,0.179,0.189,0.183,0.163,0.168,0.064,0.229,0.634,0.357,0.051
"Juntos Somos Río Negro",0.165,0.16,0.17,0.269,0.145,0.141,0.095,0.171,0.188,0.12,0.154,0.157,0.235,0.33,0.067,0.036,0.009,0.198,0.124,0.082,0.289,0.206,0.163,0.029,0.242,0.196,0.169
"Liberales",0.163,0.235,0.091,0.162,0.256,0.083,0.031,0.164,0.185,0.125,0.098,0.228,0.151,0.124,0.177,0.022,0.622,0.115,0.187,0.297,0.153,0.061,0.005,0.005,0.051,0.132,0.489
"Izquierda",0.063,0.048,0.079,0.066,0.1,0.024,0.021,0.086,0.048,0.063,0.071,0.038,0.014,0.044,0.036,0.004,0.015,0.064,0.061,0.031,0.015,0.172,0.005,0.134,0.016,0.019,0.105
"Otro",0.021,0.027,0.014,0.025,0.013,0.027,0.024,0.01,0.033,0.012,0.026,0.005,0.038,0.008,0.041,0.018,0,0.022,0.02,0.003,0.046,0.004,0.006,0.017,0.002,0.027,0.045
"No sabe",0.106,0.072,0.14,0.12,0.094,0.1,0.131,0.131,0.096,0.093,0.082,0.066,0.13,0.076,0.086,0.091,0.235,0.089,0.118,0.162,0.071,0.086,0.057,0.058,0.034,0.241,0.082
