"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positiva",0.452,0.45,0.453,0.438,0.417,0.493,0.506,0.368,0.479,0.517,0.594,0.274,0.19,0.45,0.382,0.73,0.116,0.462,0.486,0.394,0.396,0.29,0.564,0.469,0.325,0.327,0.321
"Positiva",0.215,0.173,0.261,0.179,0.223,0.199,0.287,0.161,0.254,0.221,0.19,0.354,0.193,0.234,0.179,0.18,0.008,0.243,0.222,0.109,0.26,0.087,0.219,0.481,0.154,0.021,0.22
"Neutral",0.176,0.239,0.11,0.205,0.199,0.143,0.111,0.154,0.205,0.154,0.124,0.208,0.181,0.141,0.244,0.09,0.335,0.167,0.182,0.454,0.036,0.034,0.034,0.031,0.357,0.629,0.293
"Algo negativa",0.045,0.013,0.079,0.075,0.037,0.043,0.02,0.081,0.032,0.02,0.03,0.021,0.407,0.022,0.078,0,0.045,0.101,0.004,0.029,0.005,0.295,0.054,0,0.076,0,0.018
"Negativa",0.067,0.114,0.017,0.042,0.112,0.022,0.057,0.129,0.023,0.061,0.05,0.065,0.029,0.051,0.091,0,0.496,0.023,0.053,0.014,0.284,0.008,0.042,0.013,0.016,0.023,0.136
"No sabe",0.045,0.011,0.08,0.061,0.012,0.1,0.019,0.107,0.007,0.027,0.012,0.078,0,0.102,0.026,0,0,0.004,0.053,0,0.019,0.286,0.087,0.006,0.072,0,0.012
