"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Lo votaría",0.059,0.02,0.1,0.062,0.083,0.03,0.039,0.068,0.064,0.04,0.039,0.077,0.293,0.041,0.071,0.113,0,0.084,0.022,0.023,0.087,0.297,0.049,0.166,0,0.101,0.041
"Puede que lo vote",0.159,0.167,0.15,0.134,0.149,0.195,0.17,0.066,0.217,0.18,0.209,0.115,0.046,0.177,0.169,0.174,0,0.244,0.139,0.103,0.073,0.22,0.199,0.337,0.167,0.036,0.068
"Nunca lo votaría",0.598,0.71,0.481,0.652,0.564,0.583,0.617,0.538,0.655,0.576,0.565,0.687,0.661,0.556,0.581,0.472,0.989,0.531,0.686,0.555,0.575,0.194,0.485,0.389,0.712,0.515,0.731
"No sabe",0.184,0.103,0.269,0.152,0.204,0.192,0.174,0.328,0.064,0.204,0.187,0.121,0,0.226,0.179,0.241,0.011,0.141,0.153,0.319,0.265,0.289,0.267,0.108,0.121,0.348,0.16
