"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.753,0.788,0.723,0.719,0.751,0.768,0.791,0.741,0.757,0.765,0.772,0.799,0.573,0.762,0.736,0.831,0.692,0.785,0.568,0.747
"Bastante seguro",0.09,0.082,0.097,0.108,0.096,0.064,0.082,0.075,0.101,0.091,0.094,0.073,0.204,0.09,0.091,0.07,0.131,0.098,0.13,0.085
"Algo seguro",0.071,0.057,0.084,0.073,0.077,0.072,0.056,0.067,0.067,0.083,0.058,0.075,0.106,0.07,0.072,0.047,0.081,0.081,0.092,0.094
"Para nada seguro",0.086,0.073,0.096,0.1,0.076,0.096,0.071,0.117,0.075,0.061,0.076,0.053,0.117,0.078,0.101,0.052,0.096,0.036,0.21,0.074
