"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.413,0.381,0.441,0.355,0.449,0.454,0.359,0.413,0.41,0.416,0.675,0.148,0.137,0.438,0.363,0.736,0.508,0.05,0.24,0.126
"Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.264,0.24,0.286,0.234,0.221,0.296,0.371,0.266,0.244,0.299,0.12,0.507,0.421,0.258,0.278,0.132,0.195,0.743,0.428,0.127
"Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.215,0.282,0.155,0.312,0.221,0.141,0.152,0.207,0.235,0.189,0.125,0.276,0.264,0.186,0.271,0.075,0.189,0.151,0.159,0.656
"Gobernador y vicegobernador de la izquierda",0.04,0.034,0.046,0.055,0.039,0.029,0.035,0.034,0.048,0.035,0.029,0.014,0.052,0.045,0.031,0.024,0.044,0.001,0.079,0.01
"En blanco",0.068,0.063,0.072,0.044,0.07,0.08,0.083,0.08,0.063,0.061,0.051,0.055,0.126,0.073,0.057,0.033,0.064,0.055,0.094,0.081
