"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.435,0.4,0.465,0.413,0.467,0.45,0.371,0.444,0.445,0.402,0.712,0.14,0.317,0.451,0.401,0.778,0.62,0.063,0.169,0.109
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.246,0.222,0.268,0.17,0.201,0.299,0.398,0.252,0.212,0.3,0.091,0.517,0.261,0.244,0.25,0.104,0.135,0.783,0.49,0.073
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.218,0.292,0.152,0.311,0.227,0.172,0.117,0.204,0.24,0.199,0.134,0.276,0.277,0.201,0.254,0.076,0.154,0.115,0.151,0.74
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.029,0.027,0.031,0.047,0.029,0.01,0.028,0.022,0.037,0.025,0.016,0.011,0.042,0.032,0.022,0.015,0.037,0,0.072,0.007
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.021,0.013,0.028,0.017,0.024,0.016,0.024,0.013,0.022,0.029,0.018,0.017,0.065,0.021,0.02,0.008,0.029,0.019,0.037,0.015
"En blanco",0.016,0.02,0.013,0.014,0.016,0.013,0.022,0.021,0.015,0.012,0.007,0.017,0.006,0.018,0.013,0.004,0.012,0.002,0.042,0.025
"No sabe",0.035,0.026,0.043,0.028,0.036,0.04,0.04,0.044,0.029,0.033,0.022,0.022,0.032,0.033,0.04,0.015,0.013,0.018,0.039,0.031
