"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.92,0.92,0.919,0.876,0.94,0.948,0.903,0.905,0.909,0.959,0.936,0.943,0.859,0.932,0.896,0.958,0.899,0.935,0.94,0.919
"Tiene dudas sobre si va a ir a  votar",0.061,0.059,0.063,0.109,0.042,0.033,0.068,0.071,0.071,0.029,0.052,0.036,0.13,0.052,0.079,0.03,0.093,0.052,0.04,0.05
"Tiene Decidido que no va a ir a votar",0.019,0.021,0.018,0.015,0.018,0.019,0.029,0.024,0.02,0.012,0.012,0.021,0.011,0.016,0.025,0.012,0.008,0.013,0.02,0.031
