"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.201,0.208,0.195,0.238,0.171,0.217,0.195,0.227,0.215,0.14,0.176,0.212,0.429,0.175,0.253,0.163,0.224,0.216,0.219,0.252
"No",0.799,0.792,0.805,0.762,0.829,0.783,0.805,0.773,0.785,0.86,0.824,0.788,0.571,0.825,0.747,0.837,0.776,0.784,0.781,0.748
