"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa y Javier Milei",0.409,0.426,0.396,0.521,0.464,0.401,0.267,0.359,0.375,0.448,0.709,0.24,0.318,0.593,0.625,0.112,0.276,0.39
"Patricia Bullrich y Javier Milei",0.402,0.394,0.408,0.249,0.355,0.439,0.525,0.329,0.44,0.401,0.121,0.561,0.481,0.18,0.139,0.764,0.559,0.472
"Sergio Massa y Patricia Bullrich",0.189,0.18,0.196,0.23,0.181,0.16,0.208,0.312,0.185,0.151,0.17,0.199,0.201,0.227,0.236,0.124,0.165,0.138
