"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Mucho",0.555,0.574,0.538,0.501,0.594,0.537,0.563,0.547,0.558,0.554,0.641,0.572,0.397,0.669,0.737,0.5,0.52,0.526
"Bastante",0.267,0.258,0.276,0.265,0.23,0.303,0.296,0.133,0.226,0.345,0.234,0.293,0.364,0.231,0.187,0.364,0.324,0.298
"Poco",0.12,0.106,0.132,0.118,0.125,0.13,0.105,0.189,0.154,0.072,0.095,0.105,0.13,0.081,0.061,0.104,0.124,0.106
"Nada",0.046,0.05,0.042,0.1,0.036,0.023,0.027,0.111,0.046,0.023,0.027,0.023,0.1,0.007,0.012,0.03,0.032,0.07
"No sabe",0.012,0.012,0.012,0.016,0.015,0.007,0.009,0.02,0.016,0.006,0.003,0.007,0.009,0.012,0.003,0.002,0,0
