"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.506,0.54,0.478,0.626,0.485,0.501,0.471,0.552,0.45,0.531,0.556,0.488,0.553,0.613,0.553,0.472,0.386,0.465
"No",0.494,0.46,0.522,0.374,0.515,0.499,0.529,0.448,0.55,0.469,0.444,0.512,0.447,0.387,0.447,0.528,0.614,0.535
