"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy baja",0.044,0.036,0.051,0.055,0.046,0.03,0.05,0.108,0.055,0.017,0.045,0.043,0.045,0.053,0.071,0.026,0.02,0.053
"Baja",0.062,0.064,0.06,0.072,0.055,0.055,0.072,0.111,0.059,0.047,0.065,0.052,0.088,0.074,0.1,0.056,0.026,0.045
"Moderada",0.085,0.068,0.099,0.056,0.091,0.078,0.099,0.109,0.102,0.066,0.123,0.059,0.09,0.112,0.122,0.043,0.056,0.047
"Alta",0.243,0.215,0.266,0.311,0.237,0.258,0.2,0.177,0.272,0.246,0.382,0.168,0.136,0.37,0.316,0.119,0.248,0.126
"Muy alta",0.566,0.617,0.524,0.506,0.571,0.579,0.579,0.495,0.512,0.624,0.385,0.678,0.641,0.391,0.391,0.756,0.65,0.729
