"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.677,0.688,0.667,0.583,0.685,0.71,0.692,0.589,0.661,0.717,0.741,0.671,0.523,0.767,0.656,0.733,0.565,0.653
"Bastante seguro",0.149,0.155,0.144,0.214,0.132,0.144,0.14,0.191,0.14,0.142,0.131,0.164,0.17,0.132,0.179,0.143,0.166,0.186
"Algo seguro",0.105,0.093,0.115,0.118,0.113,0.091,0.096,0.114,0.132,0.083,0.078,0.115,0.173,0.075,0.11,0.091,0.158,0.097
"Para nada seguro",0.069,0.064,0.074,0.085,0.07,0.055,0.072,0.106,0.067,0.058,0.05,0.05,0.134,0.026,0.055,0.033,0.111,0.064
