"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.327,0.32,0.333,0.358,0.347,0.359,0.242,0.292,0.318,0.345,0.718,0.136,0.157,0.724,0.611,0.03,0.078,0.058
"Juntos por el Cambio ",0.304,0.283,0.322,0.163,0.229,0.348,0.474,0.175,0.318,0.338,0.093,0.5,0.224,0.156,0.217,0.685,0.512,0.05
"Liberales",0.183,0.222,0.15,0.237,0.208,0.166,0.126,0.216,0.155,0.191,0.065,0.233,0.24,0.06,0.065,0.229,0.067,0.645
"Izquierda",0.052,0.058,0.046,0.107,0.057,0.026,0.031,0.078,0.062,0.036,0.038,0.029,0.064,0.003,0.044,0.006,0.209,0.038
"Hacemos por Nuestro país",0.044,0.044,0.045,0.027,0.058,0.043,0.035,0.049,0.052,0.038,0.018,0.047,0.125,0.012,0.013,0.028,0.035,0.157
"No sabe",0.09,0.073,0.104,0.108,0.101,0.058,0.092,0.19,0.095,0.052,0.068,0.055,0.19,0.045,0.05,0.022,0.099,0.052
