"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy buena",0.079,0.094,0.067,0.067,0.077,0.088,0.081,0.182,0.105,0.029,0.076,0.077,0.034,0.111,0.168,0.008,0.081,0.085
"Buena",0.112,0.093,0.127,0.068,0.117,0.109,0.131,0.211,0.124,0.071,0.126,0.108,0.101,0.134,0.145,0.119,0.078,0.067
"Regular",0.193,0.186,0.198,0.196,0.192,0.196,0.188,0.164,0.211,0.19,0.391,0.094,0.073,0.353,0.316,0.044,0.095,0.063
"Mala",0.23,0.215,0.243,0.32,0.22,0.199,0.228,0.158,0.25,0.241,0.279,0.208,0.27,0.24,0.274,0.175,0.275,0.196
"Muy mala",0.386,0.412,0.365,0.349,0.394,0.408,0.372,0.285,0.31,0.469,0.128,0.513,0.522,0.162,0.097,0.654,0.471,0.589
