"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy buena",0.035,0.03,0.039,0.017,0.031,0.039,0.046,0.058,0.046,0.019,0.042,0.026,0,0.066,0.034,0.005,0.009,0.028
"Buena",0.113,0.093,0.129,0.105,0.099,0.136,0.115,0.127,0.096,0.12,0.265,0.04,0.107,0.239,0.185,0.035,0.026,0.035
"Regular",0.194,0.187,0.199,0.289,0.191,0.186,0.153,0.15,0.2,0.204,0.38,0.094,0.125,0.273,0.485,0.03,0.093,0.059
"Mala",0.207,0.205,0.209,0.145,0.222,0.19,0.237,0.205,0.245,0.184,0.178,0.218,0.23,0.178,0.185,0.211,0.283,0.21
"Muy mala",0.451,0.485,0.424,0.444,0.457,0.449,0.449,0.46,0.413,0.473,0.135,0.622,0.538,0.244,0.111,0.719,0.589,0.668
