"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.375,0.343,0.402,0.396,0.399,0.39,0.31,0.363,0.4,0.363,0.757,0.18,0.179,0.707,0.673,0.059,0.17,0.1
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.423,0.437,0.412,0.273,0.383,0.461,0.541,0.363,0.392,0.464,0.096,0.653,0.481,0.17,0.113,0.847,0.576,0.479
"En blanco",0.128,0.161,0.1,0.253,0.129,0.105,0.073,0.168,0.123,0.118,0.08,0.112,0.256,0.082,0.114,0.07,0.152,0.334
"No sabe",0.074,0.059,0.086,0.078,0.089,0.044,0.076,0.106,0.085,0.055,0.067,0.055,0.084,0.041,0.1,0.024,0.102,0.087
